customerID,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,MonthlyChargeBand,TotalCharges,CustomerValue,IsMonthToMonth
0265-EDXBD,Month-to-month,Yes,Electronic check,74.9,High,2303.35,Medium Value,Yes
4115-BNPJY,Two year,No,Mailed check,75.55,High,2054.4,Medium Value,No
3167-SNQPL,Month-to-month,No,Electronic check,101.15,Very High,3741.85,High Value,Yes
4091-TVOCN,One year,Yes,Credit card (automatic),78.75,High,3682.45,High Value,No
1098-TDVUQ,Month-to-month,Yes,Bank transfer (automatic),19.25,Low,19.25,Low Value,Yes
7277-OZCGZ,Month-to-month,Yes,Electronic check,89.05,High,1886.25,Medium Value,Yes
1557-EMYVT,Two year,No,Credit card (automatic),115.05,Very High,4895.1,High Value,No
2799-ARNLO,Month-to-month,Yes,Electronic check,69.35,Medium,341.6,Low Value,Yes
7563-BIUPC,Month-to-month,Yes,Electronic check,80.6,High,415.55,Low Value,Yes
5027-YOCXN,One year,No,Credit card (automatic),110.05,Very High,5686.4,High Value,No
3973-SKMLN,Two year,Yes,Credit card (automatic),19.9,Low,1355.1,Medium Value,No
2321-OMBXY,One year,No,Credit card (automatic),80.3,High,3058.65,High Value,No
2840-XANRC,Month-to-month,Yes,Electronic check,93.15,Very High,2231.05,Medium Value,Yes
6745-JEFZB,Month-to-month,Yes,Credit card (automatic),91.5,Very High,3236.35,High Value,Yes
5020-ZSTTY,One year,No,Bank transfer (automatic),82.45,High,4350.1,High Value,No
9880-TDQAC,Two year,Yes,Electronic check,60,Medium,4264,High Value,No
8705-WZCYL,Month-to-month,Yes,Electronic check,44.8,Medium,44.8,Low Value,Yes
7102-JJVTX,One year,No,Mailed check,48.6,Medium,422.3,Low Value,No
8626-PTQGE,Two year,Yes,Bank transfer (automatic),60.05,Medium,4176.7,High Value,No
4983-CLMLV,Month-to-month,Yes,Credit card (automatic),102.7,Very High,5138.1,High Value,Yes
5701-YVSVF,Month-to-month,Yes,Electronic check,82.9,High,880.05,Medium Value,Yes
5804-LEPIM,Month-to-month,Yes,Electronic check,70.35,Medium,139.05,Low Value,Yes
5697-GOMBF,Month-to-month,Yes,Electronic check,35.9,Medium,973.65,Medium Value,Yes
2739-CACDQ,Month-to-month,Yes,Credit card (automatic),82.65,High,1470.05,Medium Value,Yes
9385-EHGDO,Two year,Yes,Mailed check,19.85,Low,739.35,Medium Value,No
9498-FIMXL,One year,Yes,Mailed check,19.2,Low,161.95,Low Value,No
2379-GYFLQ,One year,Yes,Credit card (automatic),94.9,Very High,4422.95,High Value,No
0122-OAHPZ,Month-to-month,Yes,Electronic check,73.85,High,511.25,Low Value,Yes
2868-SNELZ,Month-to-month,No,Mailed check,80.6,High,155.8,Low Value,Yes
4322-RCYMT,One year,Yes,Bank transfer (automatic),75.8,High,5293.95,High Value,No
6680-NENYN,Two year,Yes,Electronic check,104.6,Very High,4759.85,High Value,No
2088-IEBAU,Two year,Yes,Electronic check,88.15,High,6148.45,High Value,No
7982-VCELR,Month-to-month,Yes,Credit card (automatic),94.8,Very High,3565.65,High Value,Yes
1343-EHPYB,Month-to-month,Yes,Electronic check,103.4,Very High,6603,High Value,Yes
6035-BXTTY,Month-to-month,No,Bank transfer (automatic),54.65,Medium,1830.1,Medium Value,Yes
6885-PKOAM,Two year,No,Credit card (automatic),85.75,High,6223.8,High Value,No
7520-HQWJU,Month-to-month,Yes,Bank transfer (automatic),67.45,Medium,4508.65,High Value,Yes
9639-BUJXT,One year,No,Mailed check,20.5,Low,1328.15,Medium Value,No
5924-SNGKP,One year,Yes,Credit card (automatic),20.25,Low,865,Medium Value,No
0021-IKXGC,Month-to-month,Yes,Electronic check,72.1,High,72.1,Low Value,Yes
2034-GDRCN,Month-to-month,Yes,Electronic check,90.4,Very High,168.2,Low Value,Yes
8966-SNIZF,Two year,No,Bank transfer (automatic),19.45,Low,1303.5,Medium Value,No
6243-OZGFH,Month-to-month,Yes,Electronic check,44.95,Medium,996.85,Medium Value,Yes
4654-DLAMQ,One year,No,Bank transfer (automatic),97,Very High,6430.9,High Value,No
0513-RBGPE,Two year,Yes,Credit card (automatic),62.8,Medium,2278.75,Medium Value,No
5160-UXJED,One year,No,Mailed check,44.6,Medium,681.4,Medium Value,No
4115-NZRKS,Month-to-month,Yes,Electronic check,89.15,High,574.35,Low Value,Yes
0219-YTZUE,Month-to-month,Yes,Bank transfer (automatic),84.8,High,371.9,Low Value,Yes
0623-IIHUG,Month-to-month,Yes,Electronic check,41.9,Medium,840.1,Medium Value,Yes
4572-DVCGN,Month-to-month,Yes,Bank transfer (automatic),80.25,High,846,Medium Value,Yes
3351-NGXYI,Month-to-month,Yes,Electronic check,54.1,Medium,889,Medium Value,Yes
8984-EYLLL,Two year,Yes,Electronic check,105.25,Very High,6823.4,High Value,No
9057-MSWCO,Month-to-month,No,Credit card (automatic),30.75,Low,805.1,Medium Value,Yes
9833-TGFHX,One year,No,Electronic check,97.1,Very High,4016.75,High Value,No
9294-TDIPC,Month-to-month,No,Mailed check,20.2,Low,83.75,Low Value,Yes
5229-DTFYB,Two year,Yes,Bank transfer (automatic),98.8,Very High,3959.15,High Value,No
0104-PPXDV,One year,No,Credit card (automatic),50.3,Medium,2878.55,High Value,No
5176-LMJXE,Two year,Yes,Mailed check,20.55,Low,945.7,Medium Value,No
3583-KRKMD,Month-to-month,Yes,Bank transfer (automatic),75.9,High,1373.05,Medium Value,Yes
1010-DIAUQ,Month-to-month,No,Bank transfer (automatic),96.5,Very High,492.55,Low Value,Yes
9069-LGEUL,Month-to-month,Yes,Bank transfer (automatic),59.95,Medium,1406,Medium Value,Yes
7302-ZHMHP,Month-to-month,No,Mailed check,19.15,Low,19.15,Low Value,Yes
9571-EDEBV,One year,Yes,Credit card (automatic),98.65,Very High,6962.85,High Value,No
3520-FJGCV,Two year,Yes,Credit card (automatic),112.6,Very High,8126.65,High Value,No
6563-VRERX,One year,No,Mailed check,20.6,Low,690.25,Medium Value,No
0259-GBZSH,Month-to-month,Yes,Electronic check,85.65,High,181.5,Low Value,Yes
6122-EFVKN,Two year,No,Mailed check,35.75,Medium,830.8,Medium Value,No
2805-EDJPQ,One year,Yes,Credit card (automatic),99.75,Very High,5608.4,High Value,No
6862-CQUMB,Month-to-month,Yes,Credit card (automatic),96.1,Very High,3646.8,High Value,Yes
7156-MXBJE,One year,No,Credit card (automatic),85.1,High,3662.25,High Value,No
6158-HDPXZ,Month-to-month,No,Mailed check,25.35,Low,25.35,Low Value,Yes
9601-BRXPO,Month-to-month,Yes,Bank transfer (automatic),104.95,Very High,2566.5,Medium Value,Yes
2863-IMQDR,Two year,No,Electronic check,89.65,High,5308.7,High Value,No
5686-CMAWK,One year,No,Electronic check,86.75,High,1410.25,Medium Value,No
5651-CRHKQ,One year,Yes,Bank transfer (automatic),86.2,High,3339.05,High Value,No
6905-NIQIN,Month-to-month,No,Mailed check,50.65,Medium,50.65,Low Value,Yes
8204-YJCLA,Two year,Yes,Bank transfer (automatic),64.8,Medium,4732.35,High Value,No
5167-ZFFMM,Month-to-month,Yes,Credit card (automatic),90.85,Very High,90.85,Low Value,Yes
6583-SZVGP,Two year,Yes,Bank transfer (automatic),108.1,Very High,5067.45,High Value,No
4895-TMWIR,Month-to-month,No,Mailed check,19.95,Low,214.75,Low Value,Yes
0533-BNWKF,Month-to-month,Yes,Electronic check,85.45,High,4874.7,High Value,Yes
1708-PBBOA,One year,Yes,Electronic check,54.75,Medium,2348.45,Medium Value,No
8782-LKFPK,Month-to-month,Yes,Mailed check,90.4,Very High,4063,High Value,Yes
5522-JBWMO,Month-to-month,No,Electronic check,44,Medium,44,Low Value,Yes
3597-MVHJT,Month-to-month,Yes,Bank transfer (automatic),95.6,Very High,2595.25,Medium Value,Yes
9774-NRNAU,Month-to-month,Yes,Bank transfer (automatic),84.8,High,2309.55,Medium Value,Yes
0224-RLWWD,Month-to-month,Yes,Electronic check,44.3,Medium,89.3,Low Value,Yes
9967-ATRFS,Month-to-month,No,Mailed check,19.9,Low,367.55,Low Value,Yes
3951-NJCVI,Month-to-month,Yes,Electronic check,95.05,Very High,3944.5,High Value,Yes
2977-CEBSX,Two year,Yes,Credit card (automatic),90.05,Very High,5965.95,High Value,No
0177-PXBAT,Month-to-month,Yes,Bank transfer (automatic),109.9,Very High,3694.7,High Value,Yes
6599-CEBNN,Month-to-month,Yes,Credit card (automatic),73.95,High,2524.45,Medium Value,Yes
2519-ERQOJ,Month-to-month,Yes,Electronic check,54.6,Medium,1803.7,Medium Value,Yes
5876-QMYLD,One year,No,Mailed check,20.05,Low,415.1,Low Value,No
2277-AXSDC,One year,No,Bank transfer (automatic),19.75,Low,624.15,Low Value,No
9442-JTWDL,One year,No,Credit card (automatic),20.05,Low,237.7,Low Value,No
0979-PHULV,Month-to-month,Yes,Credit card (automatic),99.45,Very High,7007.6,High Value,Yes
3067-SVMTC,One year,No,Bank transfer (automatic),55.9,Medium,3848.8,High Value,No
5495-GPSRW,Two year,Yes,Mailed check,19.7,Low,419.4,Low Value,No
7606-BPHHN,Two year,Yes,Credit card (automatic),19.8,Low,1468.75,Medium Value,No
4742-DRORA,One year,Yes,Bank transfer (automatic),95.4,Very High,5812,High Value,No
0111-KLBQG,Month-to-month,Yes,Mailed check,93.95,Very High,2861.45,High Value,Yes
4800-VHZKI,Month-to-month,Yes,Mailed check,19.9,Low,19.9,Low Value,Yes
7989-CHGTL,Month-to-month,Yes,Mailed check,19.6,Low,19.6,Low Value,Yes
0334-GDDSO,Month-to-month,Yes,Electronic check,81.35,High,233.7,Low Value,Yes
4163-NCJAK,One year,Yes,Bank transfer (automatic),24.45,Low,1066.15,Medium Value,No
5233-AOZUF,Month-to-month,Yes,Electronic check,74.95,High,2149.05,Medium Value,Yes
5973-EJGDP,Month-to-month,Yes,Electronic check,87.35,High,4473,High Value,Yes
1996-DBMUS,Month-to-month,Yes,Bank transfer (automatic),70.65,High,3545.05,High Value,Yes
7916-VCCPB,Month-to-month,No,Bank transfer (automatic),73.25,High,1195.75,Medium Value,Yes
4686-GEFRM,Two year,Yes,Bank transfer (automatic),98.7,Very High,6858.9,High Value,No
5249-QYHEX,Two year,Yes,Mailed check,24.8,Low,1024.7,Medium Value,No
0578-SKVMF,Month-to-month,No,Electronic check,83.3,High,1845.9,Medium Value,Yes
5564-NEMQO,Month-to-month,Yes,Bank transfer (automatic),75.3,High,75.3,Low Value,Yes
2233-FAGXV,Month-to-month,Yes,Mailed check,24.3,Low,132.25,Low Value,Yes
5605-IYGFG,Month-to-month,Yes,Bank transfer (automatic),69.85,Medium,515.45,Low Value,Yes
7663-ZTEGJ,One year,No,Credit card (automatic),100.55,Very High,2830.45,High Value,No
3935-TBRZZ,One year,No,Mailed check,25.7,Low,1110.5,Medium Value,No
8111-BKVDS,Month-to-month,No,Bank transfer (automatic),40.7,Medium,449.3,Low Value,Yes
2055-SIFSS,Month-to-month,No,Bank transfer (automatic),51.65,Medium,2838.55,High Value,Yes
2806-MLNTI,One year,Yes,Bank transfer (automatic),105.1,Very High,5376.4,High Value,No
8734-DKSTZ,Month-to-month,No,Electronic check,85.95,High,858.6,Medium Value,Yes
4360-PNRQB,Month-to-month,Yes,Bank transfer (automatic),75.6,High,1395.05,Medium Value,Yes
6152-ONASV,One year,No,Bank transfer (automatic),58.25,Medium,3975.7,High Value,No
9063-ZGTUY,Month-to-month,Yes,Mailed check,19.4,Low,1182.55,Medium Value,Yes
7781-HVGMK,Two year,Yes,Credit card (automatic),65.2,Medium,4784.45,High Value,No
2181-UAESM,Month-to-month,No,Electronic check,53.45,Medium,119.5,Low Value,Yes
2957-LOLHO,Month-to-month,Yes,Bank transfer (automatic),45.4,Medium,518.9,Low Value,Yes
6048-NJXHX,Two year,Yes,Electronic check,19.75,Low,899.45,Medium Value,No
2320-SLKMB,Month-to-month,Yes,Credit card (automatic),44.45,Medium,1183.8,Medium Value,Yes
4980-URKXC,One year,No,Bank transfer (automatic),20.85,Low,720.05,Medium Value,No
4376-KFVRS,Two year,Yes,Credit card (automatic),114.05,Very High,8468.2,High Value,No
5886-VLQVU,Month-to-month,Yes,Bank transfer (automatic),89.85,High,3161.2,High Value,Yes
3577-AMVUX,Month-to-month,No,Mailed check,55.05,Medium,55.05,Low Value,Yes
0771-WLCLA,Month-to-month,Yes,Electronic check,112.95,Very High,1882.55,Medium Value,Yes
5628-RKIFK,Month-to-month,No,Credit card (automatic),101.55,Very High,5070.4,High Value,Yes
0206-TBWLC,One year,Yes,Mailed check,114.65,Very High,6049.5,High Value,No
2937-FTHUR,Month-to-month,No,Electronic check,64.8,Medium,1166.7,Medium Value,Yes
1910-FMXJM,Month-to-month,No,Electronic check,80.4,High,2937.65,High Value,Yes
7752-XUSCI,Month-to-month,Yes,Electronic check,105.9,Very High,6396.45,High Value,Yes
4110-PFEUZ,Month-to-month,No,Mailed check,69.55,Medium,69.55,Low Value,Yes
0732-OCQOC,Two year,Yes,Bank transfer (automatic),25.05,Low,1270.25,Medium Value,No
5168-MSWXT,Month-to-month,Yes,Electronic check,94.75,Very High,759.55,Medium Value,Yes
1090-ESELR,Two year,No,Bank transfer (automatic),105.5,Very High,7611.55,High Value,No
8592-PLTMQ,One year,No,Mailed check,24.7,Low,1642.75,Medium Value,No
5760-WRAHC,Month-to-month,Yes,Mailed check,69.75,Medium,1545.4,Medium Value,Yes
8847-GEOOQ,Month-to-month,Yes,Bank transfer (automatic),60.2,Medium,3582.4,High Value,Yes
0256-LTHVJ,Month-to-month,Yes,Electronic check,81.05,High,2227.1,Medium Value,Yes
4785-FCIFB,Two year,No,Mailed check,24.4,Low,1417.9,Medium Value,No
8313-NDOIA,Month-to-month,Yes,Electronic check,104.15,Very High,2494.65,Medium Value,Yes
5149-CUZUJ,One year,No,Bank transfer (automatic),92.9,Very High,2768.35,High Value,No
0942-KOWSM,Two year,No,Bank transfer (automatic),80.8,High,2369.3,Medium Value,No
4237-CLSMM,Month-to-month,No,Mailed check,20,Low,38,Low Value,Yes
1452-VOQCH,Month-to-month,Yes,Electronic check,75.1,High,75.1,Low Value,Yes
4719-UMSIY,Month-to-month,No,Mailed check,19.65,Low,100.9,Low Value,Yes
6614-VBEGU,Month-to-month,Yes,Bank transfer (automatic),69.45,Medium,1614.05,Medium Value,Yes
0880-TKATG,Month-to-month,No,Electronic check,101.15,Very High,385.9,Low Value,Yes
3811-VBYBZ,Month-to-month,Yes,Electronic check,99.8,Very High,673.25,Low Value,Yes
1480-BKXGA,Two year,Yes,Bank transfer (automatic),116.05,Very High,8404.9,High Value,No
2996-XAUVF,Two year,Yes,Mailed check,40.05,Medium,2799.75,High Value,No
9076-AXYIK,Two year,No,Electronic check,102.1,Very High,6538.45,High Value,No
5968-XQIVE,One year,Yes,Electronic check,89.7,High,6588.95,High Value,No
8896-RAZCR,Two year,No,Mailed check,19.9,Low,868.1,Medium Value,No
4640-UHDOS,Month-to-month,No,Electronic check,55.95,Medium,734.35,Medium Value,Yes
4933-IKULF,One year,No,Mailed check,20.65,Low,330.6,Low Value,No
3583-EKAPL,Month-to-month,Yes,Electronic check,55,Medium,55,Low Value,Yes
1304-BCCFO,Month-to-month,Yes,Mailed check,70.05,Medium,564.4,Low Value,Yes
4104-PVRPS,Month-to-month,No,Mailed check,53.6,Medium,1315.35,Medium Value,Yes
9399-APLBT,Month-to-month,Yes,Electronic check,74.7,High,74.7,Low Value,Yes
2359-KMGLI,Month-to-month,Yes,Electronic check,80.25,High,1861.5,Medium Value,Yes
3780-DDGSE,Month-to-month,Yes,Electronic check,76.05,High,2747.2,High Value,Yes
4431-EDMIQ,Month-to-month,Yes,Electronic check,75.7,High,554.05,Low Value,Yes
0306-JAELE,Month-to-month,Yes,Electronic check,96.1,Very High,453.4,Low Value,Yes
6227-HWPWX,Month-to-month,No,Bank transfer (automatic),69,Medium,994.8,Medium Value,Yes
0486-LGCCH,Two year,No,Mailed check,19.65,Low,225.75,Low Value,No
0447-BEMNG,Month-to-month,Yes,Bank transfer (automatic),45.3,Medium,2145,Medium Value,Yes
4612-SSVHJ,Month-to-month,Yes,Electronic check,81.45,High,1671.6,Medium Value,Yes
5168-MQQCA,One year,Yes,Bank transfer (automatic),108.5,Very High,8003.8,High Value,No
5949-XIKAE,Month-to-month,Yes,Electronic check,83.55,High,680.05,Medium Value,Yes
7971-HLVXI,Two year,Yes,Credit card (automatic),84.5,High,6130.85,High Value,No
9094-AZPHK,Month-to-month,Yes,Electronic check,100.15,Very High,1415,Medium Value,Yes
3649-JPUGY,Two year,Yes,Bank transfer (automatic),88.6,High,6201.95,High Value,No
4472-LVYGI,Two year,Yes,Bank transfer (automatic),52.55,Medium,,,No
8372-JUXUI,Month-to-month,Yes,Electronic check,74.35,High,74.35,Low Value,Yes
3552-CTCYF,Two year,Yes,Bank transfer (automatic),104.8,Very High,6597.25,High Value,No
6778-YSNIH,Month-to-month,Yes,Electronic check,59,Medium,114.15,Low Value,Yes
0388-EOPEX,Month-to-month,Yes,Electronic check,74.4,High,139.4,Low Value,Yes
5756-OZRIO,One year,No,Bank transfer (automatic),64.05,Medium,3902.6,High Value,No
6579-JPICP,Month-to-month,No,Mailed check,20.4,Low,20.4,Low Value,Yes
8205-OTCHB,One year,Yes,Bank transfer (automatic),43.75,Medium,903.6,Medium Value,No
4134-BSXLX,Month-to-month,No,Mailed check,60.9,Medium,1785.65,Medium Value,Yes
0505-SPOOW,Two year,No,Bank transfer (automatic),19.8,Low,1397.65,Medium Value,No
6235-VDHOM,Month-to-month,No,Electronic check,28.45,Low,131.05,Low Value,Yes
7783-YKGDV,Month-to-month,Yes,Bank transfer (automatic),99.7,Very High,1238.45,Medium Value,Yes
4374-YMUSQ,One year,No,Credit card (automatic),116.25,Very High,3899.05,High Value,No
4513-CXYIX,Two year,Yes,Credit card (automatic),80.7,High,5676,High Value,No
3957-HHLMR,One year,No,Bank transfer (automatic),65.2,Medium,4543.15,High Value,No
7803-XOCCZ,Month-to-month,Yes,Bank transfer (automatic),84.05,High,4326.8,High Value,Yes
5736-YEJAX,Two year,Yes,Credit card (automatic),79.45,High,5502.55,High Value,No
5609-CEBID,Month-to-month,Yes,Electronic check,94.1,Very High,1782.4,Medium Value,Yes
8981-FJGLA,Month-to-month,Yes,Mailed check,78,High,851.8,Medium Value,Yes
7218-HKQFK,Month-to-month,Yes,Electronic check,94.2,Very High,167.5,Low Value,Yes
4636-QRJKY,Month-to-month,Yes,Electronic check,80.5,High,502.85,Low Value,Yes
1135-LMECX,Month-to-month,No,Mailed check,19.85,Low,19.85,Low Value,Yes
4332-MUOEZ,One year,No,Credit card (automatic),94.3,Very High,1818.3,Medium Value,No
8535-SFUTN,Month-to-month,Yes,Electronic check,106.45,Very High,6300.15,High Value,Yes
5956-VKDTT,Month-to-month,Yes,Electronic check,74.35,High,334.8,Low Value,Yes
8677-HDZEE,Month-to-month,Yes,Bank transfer (automatic),105.45,Very High,5916.95,High Value,Yes
2475-MROZF,Month-to-month,Yes,Credit card (automatic),95,Very High,2852.4,High Value,Yes
9412-GHEEC,Month-to-month,No,Bank transfer (automatic),104.8,Very High,4131.95,High Value,Yes
3482-ABPKK,One year,No,Mailed check,54.3,Medium,1546.3,Medium Value,No
6705-LXORM,Month-to-month,No,Electronic check,70.05,Medium,302.6,Low Value,Yes
0257-ZESQC,Month-to-month,Yes,Bank transfer (automatic),75.2,High,1929.35,Medium Value,Yes
7531-GQHME,Month-to-month,No,Credit card (automatic),20.05,Low,265.45,Low Value,Yes
5174-ITUMV,One year,Yes,Electronic check,105.4,Very High,6989.45,High Value,No
4109-CYRBD,Month-to-month,Yes,Electronic check,51.6,Medium,1442,Medium Value,Yes
0913-XWSCN,Month-to-month,No,Bank transfer (automatic),85.5,High,4713.4,High Value,Yes
6825-UYPFK,Month-to-month,No,Bank transfer (automatic),75.6,High,1758.6,Medium Value,Yes
8397-MVTAZ,Month-to-month,Yes,Electronic check,100.05,Very High,3480,High Value,Yes
0750-EBAIU,One year,No,Electronic check,91.25,Very High,4738.3,High Value,No
8606-CIQUL,Two year,Yes,Credit card (automatic),115.75,Very High,8399.15,High Value,No
3571-DPYUH,One year,Yes,Credit card (automatic),94.7,Very High,5430.35,High Value,No
7601-GNDYK,Two year,No,Mailed check,19.6,Low,686.95,Medium Value,No
0356-OBMAC,Two year,Yes,Bank transfer (automatic),99.9,Very High,5706.3,High Value,No
8067-NIOYM,Two year,Yes,Credit card (automatic),21.1,Low,490.65,Low Value,No
1403-GYAFU,Two year,No,Credit card (automatic),20.05,Low,1360.25,Medium Value,No
4234-XTNEA,Month-to-month,Yes,Electronic check,79.95,High,174.45,Low Value,Yes
1297-VQDRP,One year,Yes,Credit card (automatic),107.15,Very High,7379.8,High Value,No
9282-IZGQK,Month-to-month,Yes,Electronic check,85,High,85,Low Value,Yes
5348-CAGXB,Month-to-month,Yes,Electronic check,89.55,High,1021.75,Medium Value,Yes
0621-HJWXJ,Month-to-month,Yes,Bank transfer (automatic),81.55,High,5029.05,High Value,Yes
5844-QVTAT,One year,Yes,Mailed check,58.45,Medium,1955.4,Medium Value,No
8905-IAZPF,One year,Yes,Credit card (automatic),95.65,Very High,6744.2,High Value,No
5394-MEITZ,Two year,Yes,Bank transfer (automatic),80.6,High,4946.7,High Value,No
6859-QNXIQ,Two year,Yes,Bank transfer (automatic),113.1,Very High,8248.5,High Value,No
2782-LFZVW,Month-to-month,Yes,Mailed check,58.95,Medium,601.6,Low Value,Yes
2866-IKBTM,Month-to-month,No,Mailed check,19.55,Low,19.55,Low Value,Yes
1342-JPNKI,Month-to-month,Yes,Bank transfer (automatic),86.05,High,834.1,Medium Value,Yes
2817-NTQDO,Month-to-month,Yes,Credit card (automatic),45.55,Medium,597,Low Value,Yes
7129-AZJDE,One year,Yes,Bank transfer (automatic),78.95,High,2647.2,Medium Value,No
6986-IJDHX,Month-to-month,Yes,Mailed check,86.3,High,3266,High Value,Yes
2560-PPCHE,One year,Yes,Bank transfer (automatic),105.05,Very High,6744.25,High Value,No
4676-MQUEA,One year,Yes,Bank transfer (automatic),101.9,Very High,5265.5,High Value,No
8138-EALND,Month-to-month,No,Mailed check,19.75,Low,311.6,Low Value,Yes
